tweet,sentiment
jajajajaj que hace mi portero ahí?,NEUTRAL
feliz día de la madre mi amorrrr tu q casi me conviertes en papa y ahora me niegas,MIXED
𝐈𝐍𝐒𝐂𝐑𝐈𝐏𝐂𝐈𝐎𝐍𝐄𝐒 𝐀𝐁𝐈𝐄𝐑𝐓𝐀𝐒 tiene abiertas las inscripciones para el segundo semestre de 2020 en nuestros programas profesionales más información nota: las pruebas no son condición ni requisito para la inscripción,NEUTRAL
de formación gratuita que tiene para ti:lunes 11/mayo4pmpanel la contratación pública y su responsabilidad disciplinaria penal y fiscal en tiempos de emergencia económica y social regístrate,NEUTRAL
️ inscríbete a los encuentros de formación gratuitos que tiene para ti enmayo lunes 11/mayo10ammedidas adoptadas por el gobierno nacional en materia de contratación estatal en tiempos del covid 19 regístrate,NEUTRAL
cartagena que de esta coyuntura nos queden las ciclovias y ciclorutas que tanto hemos necesitado me pongo a disposición,NEUTRAL
bendigo a la que me dio amamantar de su seno pero bendigo a la que sintió el dolor y la dicha de parir a la que se sacrificó para que yo viviera ️feliz día a todas las madres en especial a las de todos mis amigos,POSITIVE
mi columna de este se hizo viral un video en el que decenas de personas pretendían ingresar a la fuerza al cementerio de cartagena porque no hemos entendido que con la aglomeración ya estamos buscando la muerte,NEUTRAL
esta maravilla puede ser tuya bolivar,POSITIVE
la elegancia de la momposina llevala un gusto para no resistir,POSITIVE
la magia de mompox puede ser tuya,POSITIVE
atenciónamigo usuario desde el lunes 11 de mayo cgena habilita nueva línea para trámites no presenciales: 316 4468604 y estará habilitada de lunes a viernes de 8 am a 12 del día y de 2 a 4 pm para agendar su cita,NEUTRAL
el país necesita a todos sus hospitales estos y su personal de salud sin pagos hoy con el 50% de ingresos y mayores costos hospitalarios todos arrojando pérdidas millonarias que hacemos? cerramos? ayuden a ayudarlos,NEGATIVE
así va la cosa:pasta de ajosalsa de cebolla dulcepasta de cilantro la maina cocina artesanal próximamente,NEUTRAL
mi pronóstico del 2020,NEGATIVE
la solidaridad es la mejor forma de hacer frente a la emergencia sanitaria ¡el camino se hace juntos!,POSITIVE
nadie:absolutamente nadie:andrés cuando le quitan la energía eléctrica:,NEGATIVE
con lo mínimo hacemos mucho vamos con toda,POSITIVE
| según el reporte del y el tenemos 5 casos más de contagio en la ciudad y 1 persona fallecida: hombre de 75 años con morbilidad de hipertensión arterial,NEGATIVE
8 y 9 de mayo de 3:00 a 5:00 pm taller de escrituta creativa con,NEUTRAL
a quien quiera,NEUTRAL
nuevo documento de trabajo que realiza el análisis regional del covid 19 en colombia puede ser descargado aquí perezv,NEUTRAL
jajajjajaja la plena es q cuando me mandan una foto yo si la detallo toda,MIXED
srs para que le dan tanta publicidad a el abogado de las mil excusa solo debe haber profesionales verdaderamente honestos,NEGATIVE
portada de del 7 de mayo,NEUTRAL
y q tal un horario nuevo de 11am a 7:30pm? la gente llega almorzada y se va bacana sin trancón,NEGATIVE
será que me ayudan compartiendo este video y suscribiéndose al canal de youtube que está en el link de mi perfil por favorcito???,NEUTRAL
calumnia que de la calumnia algo queda siguen muy orondos dañando el nombre de la gente porque sí para después salir por orden judicial con que no les consta ni tienen pruebas el daño está hecho confunden adrede el derecho a la libre expresión con el de injuria y calumnia,NEUTRAL
tenemos historias que contar photo en cartagena de indias colombia,NEUTRAL
creo en la magia de la luz y los contrastes la persigo en cartagena de indias colombia,POSITIVE
p a l e n q u e r a ️volviendo a subir un poco de eso que surge cuando me dedico a observar de las que más disfruto tomar cómplice invisible,NEUTRAL
hoy vi a mi novia después de 2 meses y estaba emocionado como si fuera a salir con ella por primera vez,POSITIVE
tranquila jorge rodriguez siempre miente eso lo sabe hasta el gato,NEUTRAL
hoy 5 de mayo llegó el seaspan harrier portacontenedor que inaugura este servicio en la ciudad se espera que los dos nuevos servicios el ec2 y el ec3,NEUTRAL
yo también lo conocí por twitter y luego con en persona que señor!!! el mismo se presentó y dijo: yo soy jota el curramberito buen conversador que dios lo reciba en su santo reino un que se nos fue,NEUTRAL
la cuarentena no es el antídoto es una medida temporal para que los alcaldes y gobernadores prepararan sus territorios para la vida salud y economía el lunes se abren 890 municipios con restricciones y se mantiene la cuarentena en el resto del país reiniciarse,NEUTRAL
gente que usa el coco,NEUTRAL
todo me gusta de ti,POSITIVE
no se tocan los recursos de la paz para comunicación digital de presidencia: juhampa se gastó 15mil mlls en lo mismo nadie dijo nada,NEGATIVE
se abrirá parcialmente comercio a partir del lunes 11j q impacto tendrá esta reapertura en cartagena con lo irresponsables q somos admon,NEGATIVE
yo en el baño de la discoteca cuando me beso la pela que le mande trago,NEUTRAL
no soy de novelas pero nuevamente de volvió a romper los paradigmas de este formato tocó temas de actualidad y sobretodo llevo a pensar en la academia en la educación en un lenguaje que toda sociedad podía entender felicidades,POSITIVE
una mente ocupada no extraña a nadie y así se va superando!,MIXED
ven a la sala que me la acabo,NEUTRAL
¿existe tal cosa de ‘mejorar la imagen’ de una persona en redes sociales? yo no diría ‘mejorar’ yo hablaría de manipular mentir tergiversar torcer me parecen verbos más adecuados que ‘mejorar’,MIXED
disfrutar de la soledad en estos tiempos se volvió el mejor aliado,POSITIVE
cartagena ya tiene 30 muertos por covid 19 ¡qué irresponsabilidad!,NEGATIVE
los emprendedores necesitan de todo nuestro apoyo para que sus negocios no cierren hoy recibí este detalle de almuerzo de barú express cartagena unos arroces exquisitos % recomendados y lo mejor es que se los llevan con todas las medidas preventivas les comparto su ig:,NEUTRAL
muy arriesgado pedir una switch por wish?,POSITIVE
la cuarentena en cartagena es como mi dieta no existe,NEUTRAL
jajajjaja quiero una hermana,POSITIVE
colombia vivas con la formación en el uso de material atal brinda respuesta a las inquietudes de los docentes de educación inicial sobre el proceso de desarrollo de lectura y escritura desde las actividades que proponen los textos,POSITIVE
cumpli mi sueño de ser triatleta y ahora representó lo mejor una bandera y toda una fuerza armada,POSITIVE
el alcalde de cartagena de indias acaba de lanzar un concurso para ayudarle a organizar el pico cédula y genero próximo quiero como ciudadano abrirlo a nivel nacional e internacional sería egoísta de mi parte no proyectar la ciudad y compartir el premio gracias,NEUTRAL
una leve partida de ojo antes de terminar la semana,MIXED
uno esperaría que los mandatarios y su equipo de gobierno leerían el plan de desarrollo 2020 2023 antes de presentarlo sobretodo por la calidad de profesionales que rodean al alcalde,NEUTRAL
cuando uno es bien porque son tan gonorreitas? vaya uno portese mal pa’ que vea,NEGATIVE
yo esperándola en consultorio,NEUTRAL
es pésimo no sé cómo se atreven a importar eso ni el gatoque es todo terreno lo quiso pero además tiene publicidad engañosa observa el empaque y detalla lo real da sensación como si fuera cartón molido,NEGATIVE
que el concurso de la alcaldía no nos distraiga de lo importante las camas uci 326 contagiados bazurto y los sobrecostos! col,NEUTRAL
quiero sushi y wafle de nutella vida hptaaa,NEUTRAL
martica elit es el autor intelectual y pablo el que ejecuta el crimen demande a ambos,NEUTRAL
alcalde recibe ideas para el nuevo pico cédula y género que funcionará desde el 11 de mayo,NEUTRAL
prefiero voltear chicharrones con una cuchara mojada que volver con usted newww reject concept,NEUTRAL
| de acuerdo al nuevo reporte del ministerio de salud y protección social y el instituto nacional de salud colombia tenemos 17 casos nuevos positivos para covid 19 y 3 fallecidos en cartagena,NEUTRAL
lo más seguro es que en esta semana anuncie que la cuarentena preventiva obligatoria se extienda hasta el 30 de mayo hay una clara intención de abrir otros sectores económicos pero si no hay demanda ¿quién comprará y con qué plata?solución: redistribución,NEUTRAL
delgada línea,NEUTRAL
rodéate de gente que te alegre y que te ayude a crecer + esencia apariencia,POSITIVE
feliz cumpleaños a la tierra de dios pueblo pujante con historias mágicas en cada esquina una joya bolivarense bañada en resiliencia,POSITIVE
se habla en la del periodismo indispensable para el ejercicio de la democracia la werner zitzmann y pe,NEUTRAL
surtigas empresa vinculada a promigas implementará medidas de alivio para el pago de la factura de sus usuarios del servicio de gas natural conoce más aquí y resuelve todas tus dudas a través de las líneas 164 o 01 8000 910 164,NEUTRAL
cada quien saca fuerzas de donde puede feliz domingo,POSITIVE
portada de del 3 de mayo,NEUTRAL
estoy feliz,POSITIVE
lo bonito que nadie sepa una monda,POSITIVE
en esta cuarentena lo único que me falta es reinventarme,NEUTRAL
no hay colegio pa el estudio ni hospital pa el enfermo un vallenato protesta yo soy el indio de romualdo brito,NEGATIVE
porque es muy triste vivir de apariencias fantasía de rosendo romero canta el gran diomedes diaz y el acordeón de colacho,NEGATIVE
playas de cartagena grabadas desde mi,NEUTRAL
que ganas de ver a esa persona que empieza por n y termina en icole,POSITIVE
dicen que aumento d covid 19 en cgena es culpa de la gente y como hacen para buscar alimentos si el 70% viven del día a día? ya la gente está en una posición qué o los mata el hambre o el virus! 30 contagiados en un solo día y aumentando!!,NEGATIVE
la gente pide equilibrio,NEUTRAL
un facebook live el próximo miércoles 6 de mayo a las 4:30 pm para hablar sobre la gestión y operación de,NEUTRAL
¡qué tristeza!,NEGATIVE
el peso es una medida engañosa de un día a otro pueden haber fluctuaciones de hasta 1 5 2kg sobretodo si no se toma bajo las mismas condiciones todo el tiempo por eso no es buenk prestarle tanta atención atención a la hora de seguir progreso,NEGATIVE
es hora de repensar la cuarentena usemos la educación y la cultura para adaptarnos y no el miedo para retraernos construyamos medidas claras que generen equilibrio dentro de una cuarentena flexible,NEUTRAL
si con esta noticia los hombres dejamos de pendejear se nos reduce la m ápobres rolos paisas y al resto del interior que no le de al qlo tenga corto admon,NEGATIVE
es simple si no quieres que te vinculen con tu ex no le das like a ninguno de su entorno familiar así que es solo ponerle lógica :),POSITIVE
como si no fuera fácil salir a la calle y ver carros si es por esa razón no va creo que es más seguridad de la persona,MIXED
portada de este 2 de mayo,NEUTRAL
si de atardeceres se trata cartagena es la cuna de los atardeceres mágicos que no se nos note que el corralito de piedra nos tiene tragados estamos cartagenalovers,NEUTRAL
cada día será mayor el contagios los dirigentes en su mayoríasacar ventajas política han descuidado la guerra contra la están haciendo su agosto con el erario público muchas personas salenmera otros,MIXED
“la tranquilidad”,NEUTRAL
de verdad que si ey,NEGATIVE
que bonito que te quieran y te admiren por quien eres y no por lo que tengas,POSITIVE
el 89% que apoya a es más absurdo que el 70% que votaría si al plebiscito y nos costará hambre miseria y lágrimas,NEGATIVE
y sus próximos cuatro años de errores de buena fe,NEGATIVE
muchos estudiantes hoy en día se burlan de la poca experiencia que tienen muchos profesores a la hora de hacer uso de la tecnología y no tienen en cuenta el esfuerzo tan grande que estan haciendo al dictar las clases online dejen de tomarse todo como un relajo y en vez de hacer,NEGATIVE
avianca se pasa a duque por la faja bueno todos lo hacen,NEGATIVE
alcalde decreta salida de dígitos x día en últimos 4 la gente salió en masa sin ningún tipo de control brilló por su ausencia hoy 'toque de queda' sin justificación se les da por montar show cazadespistados ¿me explican cuál es la lógica?,NEGATIVE
en palo de agua poza oscura el alférez bajo grande ojo de agua el guapo y otras veredas de la zona alta de el carmen de bolivar la solidaridad es sin discursos su única riqueza que es lo que cultivan será repartida en los barrios más necesitados de cartagena,NEUTRAL
mamón de maria dura poco lázaro la pita y 32 veredas más del movimiento pacífico de la alta montaña del carmen de bolivar se mueven por los demás han recogido sus productos para donarlos a los barrios más pobres de cartagena aquellos que menos tienen son los que más dan,NEUTRAL
los campesinos del movimiento pacífico de la alta montaña del carmen de bolivar entregan su riqueza para que cartageneros y carmeros en condiciones vulnerables puedan tener hoy yuca ñame aguacates mangos y plátanos eso se llama solidaridad!,NEUTRAL
pa los que se perdieron esta joya de live casi destruyó una relación pd: no conozco a juan pablo jajajaaj,MIXED
que sería de mi si no me hubieras alcanzado donde estaría hoy si no me hubieras perdonado tendría un vacío en mi corazón vagaría sin rumbo sin dirección si no fuera por tu gracia y por tu amor,MIXED
como te sientes? yo:,NEUTRAL
mi gentee!! este sabado 2 de mayo las 9 pm nos vamos una vez mas con un live!! pero esta vez con musica crossover incluyendo los éxitos del momento voy con de todo un poco así que to’ el mundo activo los espero a todos otra vez!!!,POSITIVE
con esta estrategia impulsada desde sec de agricultura y desarrollo rural:️establecemos comunicación permanente con productores y comercializadores ️protegemos al campesino ya que reporta su cosecha desde casa ️mantenemos la continuidad de abastecimiento en el dpto,NEUTRAL
¡unidos venceremos! 1 000 kgs de papaya producidos en nueva pativaca se vendieron a través de la estrategia gracias a nuestros campesinos que a pesar de las circunstancias trabajan sin descanso para llevar lo mejor de nuestrocampo,POSITIVE
me están vendiendo este sacapuntas pero no se no me convence,NEGATIVE
| 25 nuevos casos en cartagena con esto la capital suma 271 casos positivos en municipios de bolívar se reporta un nuevo caso en turbaco de paciente masculino entre 70 y 79 años quien actualmente se encuentra aislado en su domicilio,NEGATIVE
| de acuerdo al nuevo reporte del y el tenemos 25 nuevos casos en cartagena y 1 persona fallecida hombre de 63 años con comorbilidades,NEGATIVE
portada de del 30 de abril,NEUTRAL
jazz!! tan solo escuchar tu nombre me saca una sonrisa feliz día a todos los músicos de este género la cita es a las 5:00 pm en comfenalco canal zoom,POSITIVE
que tan buena consola es el nintendo switch?,POSITIVE
este juego si me gustó,POSITIVE
como una mujer se ofende por un comentario contra el género y sale a defenderse ofendiendo otra mujer?,NEGATIVE
dejemos de pensar en los demás empecemos a preocuparnos por nosotros nuestra felicidad lo que queremos realmente al final te van a seguir juzgando depende de ti si te afecta o no,POSITIVE
aprende a comprender la incomprensión de los demás,MIXED
nueva eps acostumbra a lo mismo conozco un caso de una señora que tienen más de 3 meses que no le suministran medicamentos e insumos los cuales fueron recetados por médicos y ordenados por juez de tutela!,NEGATIVE
srs el sr con domicilio en afiliado a la está requiriendo con urgencia medicamentos pero éstos juegan con la salud de sus clientes admon,NEGATIVE
¿estás list pocos días estaremos cuéntanos mencionando el ¿qué crees que pasará en cartagena y bolívar?️,NEUTRAL
en qué giveaway participo pa’ ganarme un novio así?,NEUTRAL
de forma virtual instalo sesiones extraordinarias de la nuevo periodo permitirá que los miembros de la duma estudien los alcances proyectos e incorporaciones al plan de desarrollo,NEUTRAL
¡último reporte!asciende la cifra a 247 casos en cartagena en municipios de bolívar se reporta un nuevo caso en turbaco:caso 22 turbaco: paciente femenina entre los 20 y 29 años de edad se encuentra en aislamiento domiciliario,NEGATIVE
¡es tiempo de ser solidarios!️️️estamos más unidos que nunca pronto tendremos una oportunidad única de demostrar el apoyo y amor por nuestros hermanos por ti por tu familia por el bienestar de todos,POSITIVE
es conocida como la ciudad heroica no solo por defender férreamente el territorio en la época de la conquista sino también porque sabemos sobreponernos a las adversidades por eso hoy decimos,NEUTRAL
dto 571 de 27/04/20 q modifica el dto 551 relacionado con no está en firme porqué no lo ha publicado oficialmente no puede sancionar y hoy legalmente podrían salir todos acatando lo expedido por,NEGATIVE
srs desde el mes enero en mi domicilio no se genera por semana ni siquiera 2 kls de basura no veo barrer las calles y el precio sigue igual ¿srs es correcto q se siga pagando el invariable cobro?,NEGATIVE
dotación de 5 000 trajes de bioseguridad entrega refinería de cartagena al distrito un aporte de corazón para resguardar la vida de los que cuidan la vida,POSITIVE
cambiemos “aislamiento por alistamiento” para el turismo,NEUTRAL
posición favorita: cuando me dan prioridad,POSITIVE
tutores bolívar en formación ciclo i 2020,NEUTRAL
desproporcionada medida de la con la falta aceptada reconocida y amonestada de revisen lo realmente importante,NEGATIVE
el en vez del show a la debe acusarla de extralimitacion de funciones pánico económico detrimento patrimonial público y privado contra 25 000 empresarios 400 000 violaciones del derecho al trabajo violacion de decreto presidencial,NEGATIVE
consejo del día:en caso de dudas generales consulte a la fuente específica,NEUTRAL
les colombiennes,NEUTRAL
la tarea de de hoy es escribir un poema y mejorarlo con técnicas le pedí a mi hijo de 8 años que buscara algo que lo inspirara para hacer el poema el fue a buscar un y me mira y me dice: dime si esto no huele tan bien como para probarlo y hacer un poema?,NEGATIVE
¡este es el momento! demostremos que como cartageneros y bolivarenses hacemos buen equipo para ayudar a los demás ¡prepárate para 48 horas unidos por cartagena y bolívar!,POSITIVE
colombia semana de formación desde casa lista para este nuevo reto vivas,NEUTRAL
estoy aburridaaa,NEGATIVE
ante las quejas de la ciudadanía por el nuevo pico cédula y género el alcalde de cartagena asegura que lo volverá a modificar,NEUTRAL
| el alcalde william dau chamat ofrece excusas a la ciudadanía por los errores cometidos en la asignación de pico cédula y género y promete que mañana corregirá el decreto 0551 del 26 abril de 2020,NEUTRAL
¿que harías tú por bolívar y cartagena?¿te le mides a trabajar en un solo corazón? y yo hacemos parte de este equipo y tú? ¿estás listo? no te desconectes de nuestras redes sociales y prepárate para 48 horas de darlo todo por los que más lo necesitan,NEUTRAL
| estas medidas se implementarán de forma gradual y bajo estricta vigilancia para salvaguardar la salud de los trabajadores y sus familias,NEUTRAL
en cartagena solo permitio una hora de ejercicio a la semana entre 5am y 7am con la medida de pico y genero en bogota la medida de pico y genero no aplica para hacer deporte y el horario es de 6am a 10am,NEUTRAL
reporte| asciende la cifra a 220 casos positivos en cartagena en los municipios de bolívar no se reportan nuevos casos a 26 de abril en bolívar: 8 pacientes recuperados 3 fallecidos 1 hospitalizado 8 aislados en su domicilio,NEUTRAL
se me iba cayendo jacobo pero ante todo el súper poder,POSITIVE
debe ser muy hpta que se te muera el amor de tu vida,POSITIVE
gracias a dios soy del 99,POSITIVE
le damos las gracias a todas las personas que con su apoyo permitieron lograr esta primera entrega de mercados a 150 de nuestros integrantes dios los bendiga aún faltan más seguiremos en pie de lucha para ayudar a más compañeros,POSITIVE
las vibras domingueras con los temas aquellos,POSITIVE
podría pasar horas y horas viendo programas de comida que nunca voy a preparar,NEGATIVE
les apuesto que medellin será la primera ciudad en declarase libre de covid 19 en colombia anoten !,NEUTRAL
el vallenato lo es todo? lo es todo,NEUTRAL
no estoy llorando se me metió esta foto del 2017 en el ojo,NEGATIVE
206 casos positivos en cartagena y cero casos en municipios de bolívar en nuestro departamento actualmente hay 8 pacientes recuperados 3 fallecidos 1 hospitalizado con pronóstico reservado y 8 aislados en sus domicilios por favor,NEGATIVE
| los niños son esos seres brillantes que con una sonrisa pueden cambiar el mundo desde nuestro cdi de manzanillo del mar contribuimos con su atención nutrición y cuidado para que crezcan felices,POSITIVE
y se hacen llamar periodistas? agitadora amarillista que no llegan ni a locutora de barrio,NEGATIVE
| es tiempo de ser solidarios y nuestros campesinos de los montes de maría nos enseñan este gran valor humano esta gran donación de yuca y ñame ayudará a muchas familias seguimos trabajando juntos,POSITIVE
11pm live en instagram con la toxic nos estará contando como se enteró de la pechi repito 11pm live,NEUTRAL
20 toneladas de productos para cartagenahoy es un día de felicidad porque demostramos lo solidarios que somos los bolivarensesnuestros campesinos montemarianos donaron 8 toneladas y las 12 restantes fueron donadas por los funcionarios de la,POSITIVE
a los amantes de la música vallenata les recomienda la conferencia de mi colega con el acordeón al hombro: una historia de la música valle vía,NEUTRAL
¡ya están en cartagena las ayudas alimentarias donadas por los campesinos de los montes de maría!le entregamos hoy al alcalde 20 toneladas de productos para las familias cartageneras que más lo necesitan en esta difícil crisis por el covid 19,NEUTRAL
si hoy gana colombia me quedo en casa una semana más,POSITIVE
entre todos vamos a mover la economía local y departamental envíanos tu publicidad admon,NEUTRAL
hace un mes con mi grupo matusalén caminábamos 4 kilómetros en 1 hora ahora nos prohíben salir a ejercitarnos aun cuando lo hagamos solos y protegidos es un castigo a la edad acabaré tullido gracias jóvenes espero lleguen a viejos,NEGATIVE
gracias a altos estándares de calidad y niveles de exigencia operativa producto del profesionalismo y el compromiso de miles de personas que aportan a la cadena logística portuaria hemos sido reconocidos 10 veces como mejor puerto del caribe por la csa,POSITIVE
¿tú podrías vivir con eso? pregunta el alcalde de,NEUTRAL
conversamos en sobre la situación hotelera en cartagena y bolivar urge hallar soluciones innovadoras que permitan la protección y reactivación del sector turístico en el corto plazo 19,NEUTRAL
trump le quitó el puesto a maduro y a duque ahora ocupa el primer lugar bolsonaro sigue empatado con duque esto se está poniendo muy bueno quien será el presidente más bruto de américa?,NEGATIVE
el amarre más efectivo es no amarrar a nadie a quedarse con uno,NEGATIVE
esta es una maravillosa iniciativa de un gran gestor turístico y cultural de mompox! invito a mis amigos para que apoyen y disfruten esta experiencia!recorrido historico cultural religioso y arquiectónico virtualmente por mompox interesados leer el post,POSITIVE
entreteje hilos de solidaridad con nuestros artesanos orfebres de mompox y recibe una joya de filigrana sin salir de tu casa ¡yo ya tengo las mías! bolivar,POSITIVE
esta foto es del jueves 23 de abril/20 y así ha estado transmilenio todos los días de la crisis esperamos que el próximo lunes 27 de abril no salga a culpar al gobierno del pésimo manejo que ella le ha dado a la pandemia,NEGATIVE
mk qué pena ser maria fernanda cabal,NEGATIVE
cálida y fríamansa y astutafuego e inviernoclara y oscuralibre y esclavadulce y saladallena y sedientatranquila y violentapaciente y sinceramentirosa y guerrerablanca y negraángel y tiniebladébil y fuertecuerda y dementeno sé si mi alma pueda entenderte,MIXED
marica el es muy la verga,NEGATIVE
una oportunidad para apoyar a unos colombianos que realmente lo necesitan,POSITIVE
sin salsa no hay paraíso,NEGATIVE
¡seguimos con las entregas humanitarias a nuestra población vulnerable!junto a mi equipo de trabajo y estuvimos en mompox poniendo marcha la 2da fase de atención para todos aquellos adultos mayores de 70 años que no cuentan con apoyo del gobierno nacional,NEGATIVE
la falta de criterio lleva a algunas personas a creer y repetir incluso contra toda razón o evidencia física lo que dicen otras personas con educación los ciudadanos podrían ser capaces de usar la razón para decidir el curso de sus vidas,NEUTRAL
reporte| asciende a 204 casos en total 4 nuevos en cartagena y 1 en santa rosa de lima a 23 de abril bolívar tiene 15 casos: 8 pacientes recuperados 2 fallecidos 2 hospitalizados con pronóstico reservado 3 aislados en domicilio,NEGATIVE
mi mamá y su histórico cumpleaños qué alegría ver a todas sus amigas conectadas que sean muchos años más,POSITIVE
| gradúo este jueves a 68 jóvenes en ceremonia virtual realizada a través de la plataforma meet ¡felicitaciones!más información,NEUTRAL
pues shakira lo hizo del modo correcto se aseguro que no iba a morir de hambre y después estudió filosofía,POSITIVE
nos vemos en una hora por instagram con,NEUTRAL
la india catalinaheroica para algunos traicionera para otros,MIXED
soy leyenda,NEUTRAL
acabo de caer en cuenta q zulema es la inspectora de la casa de papel cule vieja la monda,NEGATIVE
en tatabluo uno pide una pechuguita y salen con esta grosería,NEUTRAL
con el apoyo de josé vicente mogollón entregamos 50 mercados e implementos de aseo a los niños del club de lectura de la biblioteca pública josé vicente mogollón de manzanillo del mar además recibieron libros para reforzar la lectura desde sus casas,NEUTRAL
caras vemos corazones no sabemos por eso no con todo el mundo se puede ser bueno,MIXED
en el año 2019 según la onu había 135 millones de personas con hambre para el 2020 se esperan 265 millones o sea 130 mas que el 2019 por cuenta del covid 19 y la cuarentena con su catástrofe económica ¿será que estamos haciendo lo correcto? ¿cuántos morirán de hambre?,NEUTRAL
cuándo alguien le increpe diciéndole que no tiene moral para opinar de éste gobierno anticorruptivo! ¡muestrele la lista! col,NEGATIVE
y q pasó con ex tan sonado ha sido el caso de corrupción que varios medios de comunicación le han dedicado espacios algo de su colaborador,NEGATIVE
hoy a nuestros niños y niñas de el carmen de bolívar les entregamos kits que contienen cartillas de prevención colores cuadernos y bolsopara desarrollar actividades a través de la lúdica en los que podamos prevenir cualquier tipo de agresión física o psicológica contra ellos,NEUTRAL
| yesus cabrera estaba destinado al fútbol desde siempre nació y creció a una cuadra del jaime morón león y hasta la terraza de su casa se oían los gritos de los hinchas en la tribuna lee la historia completa en el enlace,NEUTRAL
junto a estamos en el carmen de bolívar iniciando la 2da fase de atención humanitaria enfocada en beneficiar la población más vulnerable entregamos 887 ayudas alimentarias a adultos mayores de 70 años que no son beneficiarios del gobierno nacional,NEUTRAL
amigos quisiera exponerles estas propuestas dirigidas al alcalde de cartagena ¿que opinan? ¿lo ven viable? ¿si eres trabajador estarías dispuesto a servir en otros sectores? ayúdenme por favor a difundir abogados,NEUTRAL
están los que dicen “extrañarte” y luego los que hacen hasta lo imposible por verte,MIXED
atardecer en el brazo mompós río magdalena,NEUTRAL
cedemos por miedo casi como dando un cheque en blanco mucho de nuestras libertades civiles excesivamente restringidas en nombre de un virus altamente transmisible ojo que la excepcionalidad no se nos convierta a la larga en un nuevo estado de normalidad muy tentador,NEGATIVE
me tienen indignado con el cuento de que hay que cuidar a los abuelitos pues déjennos tranquilos que nosotros sabemos cuidarnos y dedíquense a trabajar con precaución y a rescatar este país que no seamos los “abuelitos” la excusa para mantener la cuarentena,NEGATIVE
desnudó las inequidades de nuestro sistema de salud médicos y hospitales trabajando con las uñas estado con infinitos anuncios y recursos que no llegan muchas eps impavidas y de agache sin pruebas rápidas y masivas aislamiento asertivo de los ++hasta cuando?,NEUTRAL
jajaja dios no me sentí incomodo viendo eso,NEGATIVE
¿cómo decirle a tu cerebro que se concentre en las lecturas del semestre mientras está ocupado diciéndote que es el fin del mundo? yahoo respuestas,NEUTRAL
y ahora un poema ¡gracias dios por tanto!,POSITIVE
el que quieres que te responda las historias no te las responde así es la vida,NEUTRAL
¡gracias a las 1 582 personas que se conectaron hoy para pensar en lo que debe ser el futuro del sector turístico de colombia construido desde las regiones: sostenible y responsable!,POSITIVE
mucha gente conoce la historia de cristo pero no todos conocen a cristo el de la historia date la oportunidad,NEUTRAL
no estuve en tu último adiós del mundo terrenal pero desde aquí te digo hasta pronto hermanito dueles mucho jaime así como un día me dolió la despedida de juanjo no quiero despedirme de nadie más los voy a querer por siempre como un día se los manifesté,NEGATIVE
sentada en el balcón escucho la conversación de unos vecinos que estan en videollamada con la madre de uno de ellos y gritan:¡feliz cumpleaños mamita hermosa! este año no se pudo pero ya nos veremos viejita linda ¡sopla la velitaaa!¡te adoramos!mientras tanto yo,POSITIVE
en reunión con alcalde de cartagena reitero mi compromiso: estricto cumplimiento de las normas para estas reuniones hago uso de máscara de protección y guantes para mayor seguridad de mis interlocutores y asistentes al encuentro,NEUTRAL
el laguito de cartagena ayer y hoy,NEUTRAL
anuncio importanteel presidente anunció en alocución la extensión del aislamiento preventivo obligatorio hasta el próximo 11 de mayo invitamos a los bolivarenses a ser respetuosos y responsables con las medidas implementadas quedarnos en casa es cuidar de todos,NEUTRAL
y si ponen el aislamiento hasta el 31 de diciembre te quedas en tu puta casa hasta el 31 de diciembre,NEGATIVE
reporte| 182 casos positivos en cartagenaen municipios de bolívar se reporta un nuevo caso llevando la cifra a 12 casos confirma 3 977 contagiados 804 recuperados y 189 muertes 15 de estos han fallecido en bolívar: cartagena turbaco y barranco de loba,NEUTRAL
mor a usted debieron llamarlo “electricaribe” porque te vas justo cuando más te necesitan,MIXED
la educación y la creatividad serán nuestro nuevo petróleo,NEUTRAL
no le llamen emprendimiento a vender tapabocas guantes alcohol antibacterial y un sinfín de artículos que son necesarios en este momento a un precio muy exagerado,NEGATIVE
de vaina no ha salido a decir que es un líder social admon rd,NEUTRAL
hoy mi familia me recordó que hace 4 años un 19 de abril tuve mi accidente donde gracias a la misericordia de dios estoy con vida ayer a la misma fecha pierdo a mi amigo me doy cuenta que solo somos seres prestados para una misión y cuando la cumplimos nos manda,NEGATIVE
ley de vidacuando los estudiantes se sienten preparados ahí es donde aparece el maestro,NEUTRAL
marica a mi si me da risa como la gente se engaña con la imagen que proyectan ciertas personas por acá y la realidad es totalmente distinta!! no se dejen mijamoressss,MIXED
muy buena reflexión el cine es una excelente herramienta para ver disyuntivas éticas siempre lo he sugerido para plantear dilemas que la vida real por obvias razones no lo permite luiser davidg,POSITIVE
tu verás si me crees mosaico de elder dayan aunque después me duela bendito corazón después de tantos años el amor es así 24/7 de churo pero en estos momentos con cualquieraaaaaaaaaa,NEGATIVE
tu vida está llena de ángeles y no lo sabes,NEUTRAL
quien pierde es quien traiciona,NEGATIVE
ese cuento de que nadie es indispensable es pura paja hay algunos que si son indispensables,NEGATIVE
los envidiosos dirán que es fotosho,NEGATIVE
