id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1253114250215583744,1253114250215583744,1587600693000,2020-04-22,19:11:33,-05,1076658772808998915,quepasayopal,Qué Pasa Yopal,"Yopal, Colombia","#Casanare Arledy Alvarado, nuevo gerente del HORO  http://dlvr.it/RVGxTy  pic.twitter.com/ZTk0UpR6JI",[],['http://dlvr.it/RVGxTy'],['https://pbs.twimg.com/media/EWP0xRPUwAA17pZ.jpg'],0,1,0,['#casanare'],[],https://twitter.com/QuePasaYopal/status/1253114250215583744,False,,0,,"5.33,-72.39,3.4371369183274516km",,,,,"[{'user_id': '1076658772808998915', 'username': 'QuePasaYopal'}]",,,,
1254617556092059649,1254617556092059649,1587959109000,2020-04-26,22:45:09,-05,910897983188856832,sucesoscauca,Sucesos Cauca,,"Piden ayuda para damnificados por deslizamiento en El Diviso, Argelia, Cauca.

Leer: https://m.facebook.com/story.php?story_fbid=852895508452503&id=305271806548212 … pic.twitter.com/PtaVBaPaDH",[],['https://m.facebook.com/story.php?story_fbid=852895508452503&id=305271806548212'],[],0,0,1,[],[],https://twitter.com/sucesoscauca/status/1254617556092059649,False,,1,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '910897983188856832', 'username': 'sucesoscauca'}]",,,,
1254615997434277888,1254615997434277888,1587958738000,2020-04-26,22:38:58,-05,570555078,adultozoquete,Cristian Efe,Centro histórico de Popayán,"El encanto que nos hacía. 😌

¡Ah, Popayán! pic.twitter.com/LkaHRrp2g7",[],[],['https://pbs.twimg.com/media/EWlKlhfWkAESn8i.jpg'],0,0,2,[],[],https://twitter.com/AdultoZoquete/status/1254615997434277888,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '570555078', 'username': 'AdultoZoquete'}]",,,,
1254613816844914688,1254613816844914688,1587958218000,2020-04-26,22:30:18,-05,910897983188856832,sucesoscauca,Sucesos Cauca,,"Denuncian que en una gallera vulneran el aislamiento en Cajibío ,Cauca.

Leer: https://m.facebook.com/story.php?story_fbid=852893685119352&id=305271806548212 … pic.twitter.com/m1n6pZsMzg",[],['https://m.facebook.com/story.php?story_fbid=852893685119352&id=305271806548212'],"['https://pbs.twimg.com/media/EWlImx5XYAEdxec.jpg', 'https://pbs.twimg.com/media/EWlIm8vXsAAVshB.jpg']",0,0,1,[],[],https://twitter.com/sucesoscauca/status/1254613816844914688,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '910897983188856832', 'username': 'sucesoscauca'}]",,,,
1254603336168456195,1254603336168456195,1587955719000,2020-04-26,21:48:39,-05,1251613977253236736,taniaa_ceron,Tania Alexandra Ceron,,Holiii 👀!! pic.twitter.com/zSBrqYzF5Y,[],[],['https://pbs.twimg.com/media/EWk_FblWAAEyvmv.jpg'],0,0,2,[],[],https://twitter.com/Taniaa_Ceron/status/1254603336168456195,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1251613977253236736', 'username': 'Taniaa_Ceron'}]",,,,
1254602611434622976,1254602611434622976,1587955546000,2020-04-26,21:45:46,-05,1251247005025873925,mariajosefer_,María José,,Mañana otra vez a la pinche ciberescuela 🙃,[],[],[],0,2,5,[],[],https://twitter.com/MariaJoseFer_/status/1254602611434622976,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1251247005025873925', 'username': 'MariaJoseFer_'}]",,,,
1254584216018391042,1254584216018391042,1587951160000,2020-04-26,20:32:40,-05,1152394770729328640,_cristhianlop,Cristhian López🦝,,"Paso a pasito, lunar a lunar. pic.twitter.com/CjJ2RGC7K2",[],[],['https://pbs.twimg.com/media/EWktn3MXQAArDJB.jpg'],1,0,3,[],[],https://twitter.com/_CristhianLop/status/1254584216018391042,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1152394770729328640', 'username': '_CristhianLop'}]",,,,
1254575453643440128,1254575453643440128,1587949071000,2020-04-26,19:57:51,-05,156457945,egonayerbe,Quique,,La clave está en aumentar el distanciamiento y reducir la brecha.,[],[],[],3,36,185,[],[],https://twitter.com/egonayerbe/status/1254575453643440128,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '156457945', 'username': 'egonayerbe'}]",,,,
1254536225521913858,1254536225521913858,1587939718000,2020-04-26,17:21:58,-05,1249201286622457857,perdomo_350,Estefannía🏁,,Amo estar así. pic.twitter.com/WA2GagzlFc,[],[],['https://pbs.twimg.com/media/EWkCCoMXYAQ6onO.jpg'],0,0,5,[],[],https://twitter.com/Perdomo_350/status/1254536225521913858,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1249201286622457857', 'username': 'Perdomo_350'}]",,,,
1254499218137505792,1254499218137505792,1587930895000,2020-04-26,14:54:55,-05,157713580,andresfr29,Pipe Ramos,,Así cuando eres orgulloso de lo que haces y lo subes en todas tu redes 😅 pic.twitter.com/aOM0m5PHWQ,[],[],['https://pbs.twimg.com/media/EWjgWzxWkAEP3b0.jpg'],0,0,4,[],[],https://twitter.com/andresfr29/status/1254499218137505792,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '157713580', 'username': 'andresfr29'}]",,,,
1254495821984342020,1254495821984342020,1587930086000,2020-04-26,14:41:26,-05,1632894186,perroferal,Don Pelagato,,Bien material. pic.twitter.com/yoy4ZFkiES,[],[],[],0,3,3,[],[],https://twitter.com/perroferal/status/1254495821984342020,False,,1,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1632894186', 'username': 'perroferal'}]",,,,
1254490385872760834,1254490385872760834,1587928789000,2020-04-26,14:19:49,-05,1077635726655795200,davm0495,diego alejandro velez mosquera,,"Hoy mi compañera me sorprendió con un almuerzo, me siento como los reyes 🤩 pic.twitter.com/8XMMeCxFj5",[],[],"['https://pbs.twimg.com/media/EWjYS3-WsAUMzTz.jpg', 'https://pbs.twimg.com/media/EWjYWF0WsAA2PSA.jpg']",2,0,6,[],[],https://twitter.com/davm0495/status/1254490385872760834,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1077635726655795200', 'username': 'davm0495'}]",,,,
1254474683434622977,1254474683434622977,1587925046000,2020-04-26,13:17:26,-05,500935060,velascomfelipe,Andrés FelipeVelasco,"Popayán, Colombia","He expresado mi desacuerdo con directriz del Gbno @IvanDuque que a través del DNP ha “priorizado” la población vulnerable. Esta foto de entrega de kit en pleno sector histórico estrato 4, mientras en barrios hay bloqueos por hambre.@DavidRacero 

¡Indignante!

#ConcejalDeLaGente pic.twitter.com/oa74tUH5zo","['ivanduque', 'davidracero']",[],['https://pbs.twimg.com/media/EWjKEPpXQAAGjUG.jpg'],6,79,94,['#concejaldelagente'],[],https://twitter.com/Velascomfelipe/status/1254474683434622977,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '500935060', 'username': 'Velascomfelipe'}, {'user_id': '77653794', 'username': 'IvanDuque'}, {'user_id': '178463022', 'username': 'DavidRacero'}]",,,,
1254410792822333441,1254410792822333441,1587909813000,2020-04-26,09:03:33,-05,279316472,popayanco,popayanco,,Pico y cédula hasta el domingo 10 de mayo en #PopayánCO pic.twitter.com/FUhD1Eo2Hi,[],[],['https://pbs.twimg.com/media/EWiP9phWsAA6Axn.jpg'],5,11,10,['#popayánco'],[],https://twitter.com/PopayanCO/status/1254410792822333441,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '279316472', 'username': 'PopayanCO'}]",,,,
1254201733796028416,1254201733796028416,1587859969000,2020-04-25,19:12:49,-05,845775495409143810,alejaortizo,AZUL 👗💎,,Señor Ipiales tengo miedo ☹ pic.twitter.com/Wppnxfh1mC,[],[],['https://pbs.twimg.com/media/EWfR1GfWoAM81if.jpg'],1,4,16,[],[],https://twitter.com/AlejaOrtizO/status/1254201733796028416,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '845775495409143810', 'username': 'AlejaOrtizO'}]",,,,
1254197794329559041,1254197794329559041,1587859030000,2020-04-25,18:57:10,-05,156457945,egonayerbe,Quique,,"—Venga Luis, hágame un XIV...",[],[],[],67,344,3160,[],[],https://twitter.com/egonayerbe/status/1254197794329559041,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '156457945', 'username': 'egonayerbe'}]",,,,
1254152203931131910,1254152203931131910,1587848161000,2020-04-25,15:56:01,-05,555354980,anita_8621,Ana María,,Aquí vamos una vez más!! 🖊️📚💻 pic.twitter.com/omVWWHXzi0,[],[],['https://pbs.twimg.com/media/EWekuPlWAAE0Nuj.jpg'],10,8,106,[],[],https://twitter.com/anita_8621/status/1254152203931131910,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '555354980', 'username': 'anita_8621'}]",,,,
1253875970613956608,1253875970613956608,1587782301000,2020-04-24,21:38:21,-05,1235906926338363392,parejitapopayan,Parejita Popayán,,Que pareja o chika para mañana en la noche pic.twitter.com/CRDpcyLeRB,[],[],['https://pbs.twimg.com/media/EWaph13XsAA5-Ax.jpg'],6,3,28,[],[],https://twitter.com/ParejitaPopayan/status/1253875970613956608,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1235906926338363392', 'username': 'ParejitaPopayan'}]",,,,
1253801671127416832,1253801671127416832,1587764587000,2020-04-24,16:43:07,-05,1192508785597853698,lorenaanacona1,Lorena 🖤,,4:42 PM. Mejorando la cuarentena. 😁 pic.twitter.com/KyNI65xzpX,[],[],['https://pbs.twimg.com/media/EWZl-OyXYAA7Tsc.jpg'],2,0,2,[],[],https://twitter.com/LorenaAnacona1/status/1253801671127416832,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1192508785597853698', 'username': 'LorenaAnacona1'}]",,,,
1253711032842887168,1253711032842887168,1587742977000,2020-04-24,10:42:57,-05,1632894186,perroferal,Don Pelagato,,No me hablen de belleza si no vieron a Linda Carter! Ella fue esculpida por los dioses del Olimpo! pic.twitter.com/ivhCdi3hYg,[],[],"['https://pbs.twimg.com/media/EWYThu8XQAANo7x.jpg', 'https://pbs.twimg.com/media/EWYTiLcXsAEeeYn.jpg', 'https://pbs.twimg.com/media/EWYTiWyWoAA2MEr.jpg', 'https://pbs.twimg.com/media/EWYTiiDWAAAmvqk.jpg']",303,847,7362,[],[],https://twitter.com/perroferal/status/1253711032842887168,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '1632894186', 'username': 'perroferal'}]",,,,
1253681770836496385,1253681770836496385,1587736001000,2020-04-24,08:46:41,-05,278280286,krismayorga,Cristian R. Mayorga,"Popayán, Colombia",Vamos a trabajar 💚 pic.twitter.com/dOAkkDcHLU,[],[],['https://pbs.twimg.com/media/EWX47CNXYAAREPy.jpg'],25,40,1400,[],[],https://twitter.com/KrisMayorga/status/1253681770836496385,False,,0,,"2.46,-76.6,7.002882504889394km",,,,,"[{'user_id': '278280286', 'username': 'KrisMayorga'}]",,,,
1254620330808823809,1254620330808823809,1587959771000,2020-04-26,22:56:11,-05,195210944,felixvalerab,Félix Valera,,"Mi futura pareja debe saber que cocino pero no lavo platos, barro pero no trapeo.",[],[],[],2,18,82,[],[],https://twitter.com/Felixvalerab/status/1254620330808823809,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '195210944', 'username': 'Felixvalerab'}]",,,,
1254614025989693443,1254614025989693443,1587958268000,2020-04-26,22:31:08,-05,4516825996,fonvisocial,fonvisocial,,"Atención Valledupar, nuevos cambios en el pico y cédula. A partir de este 27 de abril queda de la siguiente manera. pic.twitter.com/l8JthJMlvr",[],[],"['https://pbs.twimg.com/media/EWlIyJ3WAAEPmKm.jpg', 'https://pbs.twimg.com/media/EWlIyfoXQAUqbcl.jpg', 'https://pbs.twimg.com/media/EWlIy5tWkAI3aqJ.jpg', 'https://pbs.twimg.com/media/EWlIzZlXkAE3MyL.jpg']",0,3,3,[],[],https://twitter.com/fonvisocial/status/1254614025989693443,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '4516825996', 'username': 'fonvisocial'}]",,,,
1254610472311062528,1254610472311062528,1587957420000,2020-04-26,22:17:00,-05,1219971182,alcaldiavpar,Alcaldía de Valledupar,,Actividades físicas y ejercicios al aire libre de manera individual: pic.twitter.com/EmgaVwQzVU,[],[],['https://pbs.twimg.com/media/EWlFkhKX0AIKmMo.jpg'],4,21,20,[],[],https://twitter.com/AlcaldiaVpar/status/1254610472311062528,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1219971182', 'username': 'AlcaldiaVpar'}]",,,,
1254606497755078658,1254606497755078658,1587956473000,2020-04-26,22:01:13,-05,1219971182,alcaldiavpar,Alcaldía de Valledupar,,Nuevas actividades exceptuadas del aislamiento preventivo obligatorio: pic.twitter.com/cHBfpK7FzD,[],[],['https://pbs.twimg.com/media/EWlB9NAWoAMcLAg.jpg'],4,20,33,[],[],https://twitter.com/AlcaldiaVpar/status/1254606497755078658,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1219971182', 'username': 'AlcaldiaVpar'}]",,,,
1254602359633739776,1254602359633739776,1587955486000,2020-04-26,21:44:46,-05,1219971182,alcaldiavpar,Alcaldía de Valledupar,,"Seguimos trabajando en la prevención del COVID-19 en Valledupar.
Entra en vigencia desde este lunes 27 de abril el nuevo pico y Cédula, lunes: 0-1. pic.twitter.com/7HdsTORpLg",[],[],['https://pbs.twimg.com/media/EWk-MF7WoAIxBHF.jpg'],24,78,94,[],[],https://twitter.com/AlcaldiaVpar/status/1254602359633739776,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1219971182', 'username': 'AlcaldiaVpar'}]",,,,
1254596127346888704,1254596127346888704,1587954000000,2020-04-26,21:20:00,-05,1105643789526409218,cuello_shadia,Arde Roma🔥,,"Estas foticos me dan vida, porque la risa es lo que mejor compartimos él y yo, lo extraño muchisimo. pic.twitter.com/E89Af16wkd",[],[],"['https://pbs.twimg.com/media/EWk4hWpWsAICxDs.jpg', 'https://pbs.twimg.com/media/EWk4hrXXYAAwnH_.jpg']",2,0,5,[],[],https://twitter.com/cuello_shadia/status/1254596127346888704,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1105643789526409218', 'username': 'cuello_shadia'}]",,,,
1254592714202648577,1254592714202648577,1587953186000,2020-04-26,21:06:26,-05,1007231358392029184,jhoselinvega3,JhoselinV,,NO HAY DERECHO A SER TAN INCONSCIENTE 😐 pic.twitter.com/FnRBc6RY7t,[],[],['https://pbs.twimg.com/media/EWk1a2CX0AEBQ3p.jpg'],3,7,10,[],[],https://twitter.com/jhoselinvega3/status/1254592714202648577,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1007231358392029184', 'username': 'jhoselinvega3'}]",,,,
1254591207902261249,1254591207902261249,1587952827000,2020-04-26,21:00:27,-05,898314161301708800,vanessaaroca,АƆОЯА АƧƧƎИАV,,Ojo al dato!! pic.twitter.com/sFajMKUCt2,[],[],['https://pbs.twimg.com/media/EWk0DMIWkAAKmei.jpg'],0,2,3,[],[],https://twitter.com/vanessaaroca/status/1254591207902261249,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '898314161301708800', 'username': 'vanessaaroca'}]",,,,
1254588973868920832,1254588973868920832,1587952295000,2020-04-26,20:51:35,-05,2293721092,perezparodi,Jaime Perez Parodi,,"""El Pianista y productor, Robert Meza,""Joe Arroyo""El Mulato de Fuego"" y Diomedes Diaz""El Cacique"" y los tres murieron jovenes.. pic.twitter.com/B0oK7Yx0Ro",[],[],['https://pbs.twimg.com/media/EWkyBalWoAATogZ.jpg'],0,5,12,[],[],https://twitter.com/PerezParodi/status/1254588973868920832,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '2293721092', 'username': 'PerezParodi'}]",,,,
1254585043290337280,1254585043290337280,1587951358000,2020-04-26,20:35:58,-05,317816678,yudejalilie,yude jalilie,,Erdaaaaa nojoda! pic.twitter.com/34UCBAOohW,[],[],['https://pbs.twimg.com/media/EWkuX6WWsAABgUB.jpg'],1,0,5,[],[],https://twitter.com/yudejalilie/status/1254585043290337280,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '317816678', 'username': 'yudejalilie'}]",,,,
1254581732734578689,1254581732734578689,1587950568000,2020-04-26,20:22:48,-05,280758748,orianaarangov,Oriana Arango,,por si quieren llorar un ratico🥺🥺😍🥰 pic.twitter.com/0IHF459Ylm,[],[],['https://pbs.twimg.com/media/EWkraU2XQAAktsc.jpg'],2,2,27,[],[],https://twitter.com/Orianaarangov/status/1254581732734578689,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '280758748', 'username': 'Orianaarangov'}]",,,,
1254552116418547714,1254552116418547714,1587943507000,2020-04-26,18:25:07,-05,1010246666119733248,elenaparodi_,𝑬𝒍𝒆𝒏𝒂,,Aquí no pueden faltar. 😋 pic.twitter.com/YGXxJpPMBz,[],[],"['https://pbs.twimg.com/media/EWkQej1XgAIDrcX.jpg', 'https://pbs.twimg.com/media/EWkQe_8WsAMoPvr.jpg', 'https://pbs.twimg.com/media/EWkQfixWAAAQV4K.jpg']",0,6,190,[],[],https://twitter.com/Elenaparodi_/status/1254552116418547714,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1010246666119733248', 'username': 'Elenaparodi_'}]",,,,
1254551612854603777,1254551612854603777,1587943387000,2020-04-26,18:23:07,-05,749477220,renytoo,René J; Reyes R.,,"ESTHER EXPÓSITO.

Carla en Élite de Netflix.

Ilustración - Proceso. pic.twitter.com/KsYRJtOJmW",[],[],"['https://pbs.twimg.com/media/EWkPxeBXQAAu8bh.jpg', 'https://pbs.twimg.com/media/EWkQB8lXQAM4RLi.jpg']",1,1,24,[],[],https://twitter.com/Renytoo/status/1254551612854603777,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '749477220', 'username': 'Renytoo'}]",,,,
1254531240910340097,1254531240910340097,1587938530000,2020-04-26,17:02:10,-05,104613681,el_pilon,El Pilón,,Fotos | Un esplendor amarillo se tomó la soledad de las calles de Valledupar  https://elpilon.com.co/fotos-un-esplendor-amarillo-se-tomo-la-soledad-de-las-calles-de-valledupar/ … pic.twitter.com/cTIRGDwkmS,[],['https://elpilon.com.co/fotos-un-esplendor-amarillo-se-tomo-la-soledad-de-las-calles-de-valledupar/'],['https://pbs.twimg.com/media/EWj9g-7XQAIzSbD.jpg'],2,30,105,[],[],https://twitter.com/El_Pilon/status/1254531240910340097,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '104613681', 'username': 'El_Pilon'}]",,,,
1254520953696026625,1254520953696026625,1587936077000,2020-04-26,16:21:17,-05,249566285,cjosemoreno,Christian José Moreno #QuedateEnCasa,,"Todos los vallenatos sabemos que cuando nuestras calles están vestidas de amarillo es porque debemos celebrar nuestra cultura.En esta fecha,cada año,recordamos quienes somos, hoy no podemos olvidar que somos resistentes a las adversidades.Nuestro @FESVALLENATO hoy se vive en casa pic.twitter.com/5lixrv5Ipe",['fesvallenato'],[],"['https://pbs.twimg.com/media/EWj0JnzXYAcfnX9.jpg', 'https://pbs.twimg.com/media/EWj0Jn3WsAA9_vo.jpg', 'https://pbs.twimg.com/media/EWj0JoGXgAE_dOX.jpg']",3,46,129,[],[],https://twitter.com/CJoseMoreno/status/1254520953696026625,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '249566285', 'username': 'CJoseMoreno'}, {'user_id': '240305141', 'username': 'FESVALLENATO'}, {'user_id': '244600798', 'username': 'partidodelaucol'}, {'user_id': '312887235', 'username': 'infopresidencia'}, {'user_id': '1522798836', 'username': 'dianacmolinac'}, {'user_id': '537909601', 'username': 'rmolinaraujo'}, {'user_id': '158889944', 'username': 'CanalTelecaribe'}, {'user_id': '1168675127233527810', 'username': 'MagiaVallenataV'}, {'user_id': '1143311260060139520', 'username': 'RadNalCesar'}, {'user_id': '596814719', 'username': 'ClaroColombia'}, {'user_id': '338472735', 'username': 'CamaraColombia'}, {'user_id': '167535742', 'username': 'RadioGuatapuri'}]",,,,
1254507215685378048,1254507215685378048,1587932802000,2020-04-26,15:26:42,-05,274206914,anacarrillods,Ana🐨,,Imagina que te dediquen Amor a 7 mares de Poncho pic.twitter.com/WrzAaR2V3U,[],[],['https://pbs.twimg.com/media/EWjnqLeWsAs4NUg.jpg'],0,2,10,[],[],https://twitter.com/anacarrillods/status/1254507215685378048,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '274206914', 'username': 'anacarrillods'}]",,,,
1254505002887901185,1254505002887901185,1587932274000,2020-04-26,15:17:54,-05,1110285277766078465,vpar_informa,Valledupar Informa,,"Hermoso cañaguate florecido.
Ayyyyy mi valle. pic.twitter.com/0eYgSIl3k3",[],[],"['https://pbs.twimg.com/media/EWjloN3XsAUONqB.jpg', 'https://pbs.twimg.com/media/EWjloqTWsAAfLL1.jpg', 'https://pbs.twimg.com/media/EWjlpJkXgAEqQiq.jpg', 'https://pbs.twimg.com/media/EWjlpe5WkAAzBGT.jpg']",2,73,230,[],[],https://twitter.com/Vpar_Informa/status/1254505002887901185,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '1110285277766078465', 'username': 'Vpar_Informa'}]",,,,
1254493645899739138,1254493645899739138,1587929567000,2020-04-26,14:32:47,-05,115276824,mateoeer,Echeverry Ramirez MD,,"Todos los médicos,en cierto modo, conocemos al Dr Anthony Fauci antes que Trump lo hiciera famoso. pic.twitter.com/PudcUkgNEP",[],[],['https://pbs.twimg.com/media/EWjbTyZXsAIFpeE.jpg'],1,3,9,[],[],https://twitter.com/mateoeer/status/1254493645899739138,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '115276824', 'username': 'mateoeer'}]",,,,
1254458018454024194,1254458018454024194,1587921072000,2020-04-26,12:11:12,-05,195210944,felixvalerab,Félix Valera,,"Ahora si quedamos lindos, adiós humanidad. pic.twitter.com/UFEM1Jta8S",[],[],[],39,189,525,[],[],https://twitter.com/Felixvalerab/status/1254458018454024194,False,,1,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '195210944', 'username': 'Felixvalerab'}]",,,,
1254451278408757258,1254451278408757258,1587919466000,2020-04-26,11:44:26,-05,369558678,ricardofragozor,Ricardo 🥑🌽🐝 #sigamonosAntiuribista,,"- ¿Juanito, deme una sola razón para no investigar a Elsa Noguera?

-Con esta basta y sobra, Profe👇  pic.twitter.com/DKHzLTjeYf pic.twitter.com/7w3d1n5tOC",[],[],"['https://pbs.twimg.com/media/EWi0yVbWkAENnSo.jpg', 'https://pbs.twimg.com/media/EWgRKBNWAAAOKYr.jpg']",2,8,12,[],[],https://twitter.com/RicardoFragozor/status/1254451278408757258,False,,0,,"10.46,-73.26,5.711990838924112km",,,,,"[{'user_id': '369558678', 'username': 'RicardoFragozor'}, {'user_id': '977276396820197376', 'username': 'GLORIDMQ'}, {'user_id': '142491250', 'username': 'Nessnio'}, {'user_id': '64416238', 'username': 'LeilaChujfi'}, {'user_id': '2218795063', 'username': 'Aemon3428'}, {'user_id': '2363288942', 'username': 'GiordanoBrunoFi'}, {'user_id': '995379504553103361', 'username': 'derlopeza'}, {'user_id': '169878075', 'username': 'sanglas4'}, {'user_id': '882682591815622656', 'username': 'dragonnegro2395'}, {'user_id': '2247574962', 'username': 'lucerokmartinez'}, {'user_id': '65801002', 'username': 'Monyrica'}]",,,,
1239075545972908033,1239075545972908033,1584253605000,2020-03-15,01:26:45,-05,179266169,marviistuntun,Marvis Lagarejo ⚽️,K'ramba,Gracias a Dios por ti.❤️ pic.twitter.com/WAj0EnGx09,[],[],['https://pbs.twimg.com/media/ETIUnUgXkAAxDe_.jpg'],1,0,56,[],[],https://twitter.com/MarviisTunTun/status/1239075545972908033,False,,0,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '179266169', 'username': 'MarviisTunTun'}]",,,,
1229422847589801986,1229422847589801986,1581952223000,2020-02-17,10:10:23,-05,771117426226372608,lucassar7,LuisCarlos Sarmiento🐺,Malecón,"Terapia anti estres para inicio de semana 💆🏾‍♂️🍃🧘🏾‍♂️🔊

Siempre majestuoso el Atrato pic.twitter.com/3vSAkwbUv3",[],[],[],0,2,12,[],[],https://twitter.com/LucasSar7/status/1229422847589801986,False,,1,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '771117426226372608', 'username': 'LucasSar7'}]",,,,
1228744108916846592,1228744108916846592,1581790399000,2020-02-15,13:13:19,-05,172343678,wiyevillo,William Yeffer Vivas Lloreda,Universidad tecnológica del Choco,"DECIJUPRO, un encuentro sabatino de permanente aprendizaje!! pic.twitter.com/xH2bRTJC7z",[],[],['https://pbs.twimg.com/media/EQ1gPcuWAAIv96s.jpg'],1,2,44,[],[],https://twitter.com/wiyevillo/status/1228744108916846592,False,,0,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '172343678', 'username': 'wiyevillo'}]",,,,
1214233754773770240,1214233754773770240,1578330861000,2020-01-06,12:14:21,-05,157400712,yosoyalexisplay,Alexis Play,"Quibdó, Colombia","Con la bendición de haber cantando en casa, de ver a tantos amigos, de escucharlos cantar, de ver bailar a nuestra gente, oficialmente arranca un año que promete ser muy muy musical. Infinitamente gracias, en los…  https://www.instagram.com/p/B6_HcSDFyPr/?igshid=1joop2v1659qm …",[],['https://www.instagram.com/p/B6_HcSDFyPr/?igshid=1joop2v1659qm'],[],0,0,23,[],[],https://twitter.com/yosoyalexisplay/status/1214233754773770240,False,,0,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '157400712', 'username': 'yosoyalexisplay'}]",,,,
1199723215053967360,1199723215053967360,1574871278000,2019-11-27,11:14:38,-05,32682071,gabinor,Gabino Robledo,Universidad tecnológica del Choco,"Más de 500 personas se reunión. Hoy en Quibdó, para participar en la consulta @VozPorJusticia, gracias a la @presnsaUTCH por su participación! pic.twitter.com/Q36xKKVKFm",['vozporjusticia'],[],['https://pbs.twimg.com/media/EKZF4wfU4AUg4mj.jpg'],0,4,7,[],[],https://twitter.com/gabinor/status/1199723215053967360,False,,0,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '32682071', 'username': 'gabinor'}, {'user_id': '1184601160176558080', 'username': 'VozPorJusticia'}, {'user_id': '473338133', 'username': 'PGN_COL'}, {'user_id': '859151228751806464', 'username': 'blanco_zuni'}, {'user_id': '168517464', 'username': 'PrensaUTCH'}, {'user_id': '69323444', 'username': 'CEJ_JUSTICIA'}, {'user_id': '631580827', 'username': 'fcarrilloflorez'}]",,,,
1197303260622790656,1197303260622790656,1574294316000,2019-11-20,18:58:36,-05,142959064,boteroso,Boteroso🉐,"Quibdó, Colombia",Les presento al señor majestuoso Arroz de Leche😋 pic.twitter.com/wUdwr5m5oF,[],[],['https://pbs.twimg.com/media/EJ2s9hmWwAc0fgp.jpg'],1,0,20,[],[],https://twitter.com/Boteroso/status/1197303260622790656,False,,0,,"5.7,-76.65,3.0956982307824212km",,,,,"[{'user_id': '142959064', 'username': 'Boteroso'}]",,,,
