tweet,sentiment
seguir estas medidas de protección nos ayudará a prevenir el contagio de en el transporte de mineral a centros de acopio y de personal hacia la mina ️amigo conductor️ protege tu vida la de tus compañeros y la de tu familia,NEUTRAL
¿sabias que ya nos puedes encontrar en youtubesíguenos para ver entrevistas exclusivas información importante y también las últimas recetas de nuestro nueva seccion “cocinando con ”suscríbete,NEUTRAL
seguimos aprendiendo del mejor hoy cenamos pizza gracias a,NEUTRAL
gracias a ustedes transportadores de todas las clases (de servicio público de viveres de mensajeria) operarios de concesiones viales y trabajadores de carreteras del pais colombia se sigue moviendo ustedes garantizan el bienestar de todos gracias,NEUTRAL
cadena de afectos que usted ha venido construyendo es lo nos da la certeza de que va a salir adelante usuga,NEUTRAL
te dejes contagiar por la pandemia de la desmemoria,MIXED
o sea que jonathan sánchez ex candidato uribista a la gobernación de boyacá quien presentó una declaración de renta por cerca a mil millones de pesos también está recibiendo las ayudas que le dan a los afiliados al sisben ️,NEUTRAL
durante la jornada laboral en casa no pierdas la oportunidad de relajarte con una deliciosa aromática de fruta endulzada con empresa boyacense te ofrece una amplia variedad de productos naturales para disfrutar en familia,POSITIVE
mis respetos a todos los que trabajan en el sector salud no ahora siempre hemos luchado a su lado esperamos la sociedad hoy entienda su importancia,NEUTRAL
eso se llama responsabilidad social y política felicitaciones honorable senador,POSITIVE
invito al dr a convocar la bancada parlamentaria boyacense y se genere trabajo coordinado para que se haga efectiva gestión ante el gobierno nacional por ej anunció 2 1 billones para hospitales que le corresponde a foto,POSITIVE
desafortunadamente es lo q tenemos victor mientras en otros países han parado todo para detener la creciente de infectados de la pandemia q es lo único q por ahora parece dar solución para preservar vidas las malas decisiones traen consecuencias ojalá las asuman pero lo dudo,POSITIVE
| con este video la alcaldía de recuerda lo ha sido desde hace más de 480 años la celebración de la en la capital de declarada patrimonio cultural inmaterial de la nación y lo que será este año por la pandemia del,NEUTRAL
| las medidas de pico y cédula para comercio y bancos y de para carros en las cuales comienzan el 6 de abril para mitigar covid 19 se acomodaron para obligar que todos se queden en casa en el alcalde,NEGATIVE
en semana santa y salvo mi vida y la de la palma de cera,NEGATIVE
da el primer paso en atención alimentaria por la emergencia de covid 19 aproximadamente 130 mil estudiantes estudiantes de recibirán en sus hogares,NEGATIVE
adivina cuál de ellos ha recibido terapia,NEGATIVE
invitamos a operadores pae a que adquieran sus productos a productores boyacenses para ración para preparar en casa rpc equipo de ha dispuesto un banco de productores para tal fin es tiempo de ayudarnos entre nosotros mismos,POSITIVE
campaña de prevención en por parte de la,MIXED
este domingo 5 de abril 300 p m conéctese con para hablar de calendario escolar y en tiempo de covid 19 y conocer recomendaciones que se deben adelantar siga la transmisión en vivo desde el facebook live de la sectorial,POSITIVE
los invitamos a conocer la estrategia allí varios docentes orientadores de manera voluntaria con su asesoría profesional nos están ayudando en este aislamiento obligatorio,NEUTRAL
"hoy más que nunca cobra fuerza la frase de john donne y q está inscrita en mármol en el ""la muerte de cualquier hombre me disminuye xq estoy ligado a la humanidad por consiguiente nunca preguntes x quién doblan las campanas doblan por ti""",NEUTRAL
querer es poder y entre todos lo podemos lograr cada uno de nosotros hacemos que esto sea posible gracias laura stefani oliveros alarcón por compartirnos esta bella imagen,NEUTRAL
el dr es médico especialista en salud pública y en gerencia de ips maestría en calidad y servicios de salud con 18 años de experiencia como gerente coordinador médico y asesor estamos seguros que hará una gran labor como gerente de la ¡bienvenido,NEUTRAL
periodistas y medios de comunicación independientes de manifiestan su preocupación ante autoridades administrativas y empresas público privadas de la región por la compleja situación económica que atraviesan ante la falta de pauta publicitaria,NEUTRAL
️hoy marzo 28 de 2020 desde las 830pm a 930pm apaga la luzregistra tu actividad y compártela etiquetando a,MIXED
gente por favor ayúdenme a difundir la cachorrita necesita medicamento ya que tiene un problema digestivo se ofrece recompensa son de tunja boyacá,NEUTRAL
casa de diego de losada fundador de caracas 2020,NEUTRAL
¡todos somos responsables de la prevención sigue estas recomendaciones,NEUTRAL
"el presidente de la asamblea ricardo rojas sáchica acompañó al señor gobernador ⁦ramiro barragán adame para informar a medios de comunicación la siguiente medida ""prohíbir las aglomeraciones de más de 100 personas en el departamento para evitar la propagación del covid19",NEUTRAL
convocamos consejo extraordinario de gestión del riesgo de desastres ampliado para definir acciones conjuntas de prevención del covid 19 con ejercito tunja col,NEUTRAL
el consejo de gobierno de hoy quiero compartirles comunicado de prensa con las medidas de prevención que tomaremos con respecto al covid 19,NEUTRAL
hoy hace dos años asumí con orgullo la responsabilidad de representarles en mi eterna gratitud a su confianza y mi más sincero compromiso en servir y trabajar incansablemente con nuestra tierra de libertad,NEUTRAL
️la secretaría de minas y energía de boyacá se permite aclarar que la mesa de concertación de la problemática socio ambiental de occidente de boyacá del sector minero️ se realizará el día 12 de marzo lugar auditorio de la caja de previsión social de boyacá9 am,NEUTRAL
hoy iniciamos en paipa el un espacio para reflexionar sobre los retos y oportunidades del sector del carbón que tanto aporta a la economía nacional,NEUTRAL
la persona // su cuadro favorito,NEUTRAL
hoy inicia una nueva etapa en mi vida soy parte del equipo aquí vamos siempre entregando lo mejor de mi en cada pedalazo,NEUTRAL
urgente el páramo el consuelo en jurisdicción de belen boyacá está en llamas requerimos ayuda ejercito molina,POSITIVE
en el logró que 17 i e se vincularan a esto significa que si reutilizamos habrá menos árboles talados con un árbol se elaboran 120 cuadernos además de todos los procesos energéticos,POSITIVE
el gobernador de boyacá y la secretaria invitan a la comunidad empresarial de sugamixi ricaurte y norte a las jornada de plan de desarrollo los esperamos en la mesa de trabajo de desarrollo empresarial,NEUTRAL
en sentencia proferida en audiencia pública tribunal administrativo de boyacá declaró la elección de la señora lindaura parra pulido como concejal del municipio de ramiquí para el período 2020 2023 el presidente de la corporación entregó su credencial como tal,NEUTRAL
contamos con la visita de nuestro amigo y asesor de integración regional para bogotá debemos trabajar entre todos de la mano para poder enfrentar esta crisis climática que estamos viviendo,NEUTRAL
hoy decidí mandar a la mierda la depresión y mala actitud que me estaba ahogando por meses hoy vuelvo a nacer más fuerte,NEUTRAL
la atracción de inversión para el sector turismo es prioridad para nuestro gobernador por eso hoy en el municipio de macanal con el alcalde d central falls en rhode island ee uu james diosa articulamos esfuerzos para desarrollar un gran proyecto de conectividad,POSITIVE
yo apoyo a los ciudadanos del valle de tenza los costos del peaje machetá son desproporcionados,POSITIVE
buscamos estrategias conjuntas que conduzcan a una mejor convivencia contamos con el apoyo de aliados que nos ayudarán a consolidar la seguridad trabajamos con la bienestar para la sociedad tunjana,POSITIVE
presentación del equipo csf faizane,NEGATIVE
comienza la fiesta del en boyacá los equipos más importantes del ciclismo mundial rodarán esta semana por nuestra tierra boyacá será el centro de atención de los aficionados del mundo a este hermoso deporte,POSITIVE
¡toda una fiesta en la independencia con mucha alegría con la afición propia de los boyacenses al cilcismo con amor a este deporte y con el orgullo de tener a los mejores del mundo en el dpto se vive esta tarde de presentación de equipos del en boyacá,POSITIVE
inicia la presentación de equipos del 2020 los ciclistas rodean la cancha de la independencia selecciones venezuela ecuador rusia y brasil,POSITIVE
muy felices y emocionados en el estadio la independencia participando de la presentación de equipos en el evento internacional una gran fiesta deportiva en nuestra amada boyaca todos invitados a disfrutarlo porque,NEGATIVE
en compañía de los niños de tunja le damos la bienvenida a los 27 equipos de ciclismo que competirán este martes 11 de febrero en la etapa contrarreloj del en nuestra ciudad ¡bienvenidos a tunja,NEGATIVE
estamos desde el estadio la independencia de tunja con la presentación oficial del un completo despliegue periodístico para que todas nuestras audiencias sigan en sintonía con uno de las competencias del ciclismo más importantes de américa,NEGATIVE
ya instalados en la sala de prensa en tunja junto al estadio esperando la presentación de equipos,NEUTRAL
¡vamos todos en familia al estadio mañana domingo 9 de febrero tenemos el honor de darles la bienvenida a los mejores ciclistas del mundo que participarán en la gran fiesta del desde las 300 pm los esperamos en la independencia,NEUTRAL
desde el gob celebramos anticipadamente el día del periodista con la charla de un reconocimiento a su ardua labor por mantenernos informados y a su gran rol en la democracia,POSITIVE
el gobernador cuenta a los periodistas sobre su relación con los medios y cómo administra whatsapp,NEGATIVE
así se vienen las tunjanas haciendo un mañanero,NEUTRAL
dialogamos con los alcaldes y las comunidades de cómbita motavita arcabuco sotaquirá tuta oicatá y chivatá sobre la necesidad de buscar soluciones de transporte bajo la normatividad que brinde a la provincia centro alternativas incluyentes eficientes y seguras,POSITIVE
estación del tren 1916 foto banrepublica,NEGATIVE
todo nuestro respaldo ningún alcalde y menos un contratista debe permitir estos hechos ningún día el departamento con sumerce a la cabeza hacen grandes esfuerzos para girar los recursos que garanticen alimentación de alta calidad,NEUTRAL
qué alegría compartir con los alcaldes del departamento y unirnos por el desarrollo de nuestro tierra hoy además de establecer alianzas región seremos los primeros en el país en firmar convenio interadministrativo con de familias en acción y jóvenes en acción,NEUTRAL
respaldo total al gobernador en su acción y voz de protesta con el infame hecho ocurrido en el municipio de donde mataron al líder social libardo arciniegas nos llena de dolor este hecho y le pedimos al gobierno de duque que actúe,NEUTRAL
respeto y admiración a todos los ciclistas pero lo de es de valientes felicitaciones a la y por este gran evento,NEUTRAL
espectaculares panorámicas en la jornada de en boyacá campeonato nacional de ruta 2020,POSITIVE
viendo los jóvenes talentos colombianos en el campeonato nacional sub 23,NEGATIVE
no me cae bien la gente no le gusta la fritanga jm,NEGATIVE
se está debatiendo en la prórroga a la ley de víctimas no a la introducción de cambios que lesionarán gravenebte los derechos de personas que han sufrido el conflicto,NEGATIVE
queremos los pero no los “elefantes blancos”por eso estamos felices de haber aprobado pl obras inconclusas no vamos a permitir que se deje enterrada y perdida la plática de todos los colombianos,NEGATIVE
mil gracias a los integrantes del sistema nacional de gestión del riesgo de desastres de boyacá premios voluntad 2019 su esfuerzo y dedicación son el mayor valor de nuestra tierra,POSITIVE
la sonrisa es un espasmo de placer gustoso que delata la dicha del alma,NEGATIVE
soy la unica persona que le aburre hablar por celular,NEUTRAL
celebra la decisión en derecho de la que ordena el reintegro de los pilotos de tras estudiar la tutela impuesta por los pilotos de la asociación colombiana de aviadores civiles contra el y avianca,NEUTRAL
subdirectiva invita a afiliados y no afiliados a realizar sus aportes para la negociación colectiva del 2020 esperamos sus propuestas e ideas para construir los ejes temáticos y mejorar los logros de negociación al correo sunetsubdirectivabogota es,NEGATIVE
señor general policía bogotá usted nos pide confiar en la policía pero hombres de civil de la policía el 4 de julio de 1990 subieron a un carro particular a alirio pedraza y hasta el momento no ha aparecido estado de derecho es respetar y proteger la vida de los civiles,NEGATIVE
parce que tanta mierda hay que tener en la cabeza para tratar así a una persona solo por no acceder a hablarle como se le da la gana,POSITIVE
gracias por su gran entrega por su coherencia y su trabajo contra corriente adelante quedan 20 días para entregarlo todo estoy seguro que en el corazón de los boyacenses su legado perdurará usted demostró que los jóvenes son capaces de sacar adelante a boyacá,NEUTRAL
la negligencia de ya raya con la criminalidad señores tomen las acciones pertinentes la vida e integridad de un niño esta en riesgo,POSITIVE
de tí depende tú eliges,POSITIVE
operativo especial de aseo en plaza de bolívar,NEUTRAL
nos vemos en cali la banda de tunja y boyacá rumbo al pascual (si saben de boletas agradecemos cualquier información muchos vamos sin boleta pero con todas las ganas de alentar al rojo) co,POSITIVE
el 70% d los colombianos desaprueban su gestión porque sencillo porque su agenda no es la agenda que necesita el país la reforma tributaria no es la que necesita el país las apolíticas sociales educativas laborales y ambientales no son las que necesita el país,POSITIVE
es un orgullo llegar al venado y que nos reciba una cabalgata yo en mi caballito de acero gracias seguimos avanzando por nuestra tierra,NEUTRAL
nos encontramos en el concejo municipal de adelantando la segunda fase de empalme seguir avanzando en equipo por nuestra tierra,NEGATIVE
lo que el año pasado llamaron ley de financiamiento hoy llaman ley de crecimiento económico pero son reformas tributarias y que tienen en común son regresivas y es más lo q exoneran que lo que recogen presidente el país pide reformas progresivas y que permitan equidad,NEGATIVE
el joven cristian camilo de 21 años anoche cayó anoche dese un puente en ante la presión de varios miembros del esmad contra la multitud durante la jornada de,NEUTRAL
una buena periodista es premiada por revelar la corrupción del alberto carrasquilla a pesar de ello el presidente lo premia sosteniéndolo en el cargo será por cosas como esta que esta en,NEUTRAL
presidente hace más de un año radicamos un grupo de congresistas el proyecto de ley para prohibir el en el país de la orden y mensaje de urgencia a ese proyecto es otra causa que los colombianos piden se cumpla en el congreso varios estamos listos,NEUTRAL
antes del chocolate algunas preguntas ¿quién dio la orden de pagar criminales para sembrar miedo en zonas de bogotá qué pasó con el oficial dijin q disparó en el paro por qué el esmad usa recalsadas,POSITIVE
con esta actitud es muy seguro que la protesta llena de indignación por los abusos del esmad continuará la miopía del gobierno es un hecho,MIXED
es imperativo que y el comandante de abran los ojos ante las claras señales de una institución que urge ser depurada,POSITIVE
¡las hacen parte de la gran variedad de piezas artísticas de marfil vegetal las cuales plasman paisajes escenarios y personajes del territorio boyacasense con representaciones de simbolismo cultural,POSITIVE
honraremos su memoria en paz y respetaremos duelo de su familia pero pedimos al gobierno no le mientan a los colombianos dilan se manifestaba de manera pacífica no estaba agrediendo a nadie y el exceso de fuerza del esmad contra los manifestantes lo mató,POSITIVE
éxitos al nuevo director de corpoboyacá muchos éxitos amayat,POSITIVE
el pasricence hermán amaya es elegido como nuevo director de la corporación autónoma regional de boyacá por los siguientes 4 años noticia en desarrollo amayat,NEGATIVE
¡lamento tu partida dilan pido al dios altísimo llene a tus familiares de su paz que sobrepasa todo entendimiento ¡que esta vida que hoy se apaga sea motivo de búsqueda incansable de un mejor país a través del diálogo,POSITIVE
armando araque gerente de dió a conocer la calidad y potencial de este producto embajador en el shanghai business matchmaking despertando el interés de este importante mercado internacional,POSITIVE
que a nuestros niños y niñas nunca les falte protección y sus derechos sean garantizados desde donde esté seguiré trabajando por la niñez tunjana y velaré por su cuidado respeto y vida,NEGATIVE
en tunja salen todos a marchar jhon alex una leyenda,NEUTRAL
¡me dueles dylan ¡pido a dios para que guarde tu vida tu salud tu integridad y seas testimonio para muchos,POSITIVE
tunja todo en paz,NEGATIVE
operarios de barrido (los naranjitas) como muchos les dicen cariñosamente siempre dando lo mejor de ellos para dejar nuestra bonita gracias,NEUTRAL
a sumercé q fue parte del paron21 quiero agradcerle esa muestra pacífica llena de arte y alegría q permitió desde la tierra de la libertad mostrar la esencia de un colombiano somos gente berraca y trabajadora q lucha por la reivindicación de sus derechos gracias,NEUTRAL
con el visitamos la obra vial que conduce de jenesano a tierra negra y tiene un avance de 85 % para terminarla hasta tierra negra haremos una adición por $525 millones ¡trabajamos en mejores vías para el campo y el turismo,NEUTRAL
lindo es visitar nuestros municpios y lindo es cumplirles y llegar con el hoy desde jenesano felices de estar aquí,NEUTRAL
el incentivo finca es otra inversión con la que ratificamos que en garagoa entregamos maquinaria para que la planta de beneficio animal del municipio mejore su funcionamiento y los indicadores exigidos por invima,POSITIVE
la consecuencia lógica de tan importante inversión que revitalizó el centro histórico de es el incremento evidente de turistas en nuestra ciudad he aquí la evidencia,NEUTRAL
"cuando karol g dijo ""ella se cura con rumba"" estaba hablando de mi",NEGATIVE
alejandro fúneme gonzález alcalde electo de tunja participa en la ruta del desarrollo sostenible 2019 del findeter,POSITIVE
la entrega del nuevo hospital local de tunja se convierte en un magnífico regalo de navidad para tunjanos y boyacenses bienvenida esta necesaria obra very cordially,NEUTRAL
estoy ppp preparadoparapasar todas las materias,POSITIVE
contigo siempre quiero más,POSITIVE
y aprendes a dejar tu corazón en casa para que nada te lastime,NEUTRAL
he tenido días difíciles pero dios ha sido mi mejor refugio hebreos 10 35 36,NEGATIVE
en pasaron 21 días para que evo morales renunciará el duró lo mismo para los campesinos los resultados han sido nulos nada ha cambiado ni mejorado el único que sacó provecho fue que el de ruana que es representante y gana 31 mill mensuales,MIXED
buen día hoy 11 de noviembre enviamos desde la uaegrd boyacá un mensaje de reconocimiento y felicitación a todos los bomberos de boyacá gracias por su dedicación heroísmo y amor por las comunidades,POSITIVE
este martes 8 pm en la independencia de tunja vs las directivas informaron que la entrada es gratuita para los hinchas locales (ruana o camiseta ajedrezada) los boyacenses son líderes del cuadrangular b si ganan estarían en la final,NEUTRAL
la junta directiva del convoca a sus afiliados a la movilización programada por las centrales obreras y sindicatos del país por la gravedad de las medidas en el que afecta a los trabajadores y población en general,NEUTRAL
orbitamos como planetas sin saber que en el mejor de los momentos inesperados nos cruzamos con otro que andaba frío y alejado colapsan para dar con un planeta vivo cálido y próspero,POSITIVE
cuando van a entender que los tweets son solo tweets y que acá uno pone lo que se le dé la gana sin necesidad de tener una razón de ser,NEGATIVE
pasa en tunja hoy 810 pm según se superan índices de seguridad la realidad de los barrios es otra lo más grave reduce cuadrantes a nuestra según comunidad hechos de violencia por venta de spa exigimos seguridad,NEUTRAL
pero no se entiende que este acto administrativo es un acto que se produce como consecuencia de la actividad contractual como sería por ejemplo una multa y allí ha dicho el ce que la acción es la de controversias este tema es trascendental porque la caducidad de la acción,POSITIVE
lo que nos convoca aquí es la transformación de nuestra ciudad por eso iniciamos empalme con comisión de sobre los principales temas de la ciudad queremos que este empalme sea lo más juicioso posible y con compromiso por tunja,NEUTRAL
éxodo 916 “y a la verdad yo te he puesto para mostrar en ti mi poder y para que mi nombre sea anunciado en toda la tierra ” tu mano y tu gracia señor jesucristo extendida con autoridad y poder gloria y honra a ti mi dios por una nueva convocatoria,NEUTRAL
saludo con especial reconocimiento a la policía nacional y con gran afecto a nuestra metropolitana responsable de la seguridad de tunja una de las ciudades más tranquilas del país,NEUTRAL
clever leaves empresa que eligió hacer inversión en boyacá,NEGATIVE
le hemos manifestado a en reunión de socialización avances pot nuestra preocupación respecto a estas cifras que son la base de toda buena planificación merece buena información y colombia debe dar las garantías para esto,NEUTRAL
“el narcotráfico se enfrenta obviamente con seguridad y justicia pero también llegando a los territorios con iniciativas sociales con alternativas productivas y por eso nosotros seguiremos adelante”,NEUTRAL
“el narcotráfico es el mayor enemigo de nuestro país el mayor enemigo de los líderes sociales el mayor enemigo de los pueblos indígenas y por eso todos los colombianos tenemos que unirnos para enfrentar ese fenómeno”,NEUTRAL
muchos presumen sus “maravillosas” vidas yo me quedo con la vida de la gente sencilla de lo más bonito de mi trabajo poder conocer gente buena que se guerrea cada día como si fuera el último,NEUTRAL
bello monumento que alegra el paso por esta zona ojalá podamos tener muchos más en honor a tanta historia que tiene para mostrar al mundo a cuidarlo y embellecerlo aún más,POSITIVE
que ganas de tener un contratico como los de natalia bedoya y operarme hasta el páncreas,POSITIVE
caminar y recorrer los imponentes paisajes y montañas de boyacá es viajar a un destino único ven a conocer ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁦⁩ ⁦,MIXED
"el ""estás muy flaca"" o ""estás muy gorda"" no es ningún hpta alago ni un piropo ahorrense esos comentarios y no estamos para cumplir las espectativas de cuerpos perfectos",NEUTRAL
"te esperamos en el parque recreacional de a la celebración del ""día dulce"" de la ️ presente con la campaña ¡los esperamos",NEUTRAL
la plaza más bella de colombia tunja la tiene,NEUTRAL
tiempo de vallenato es mi producción favorita de toda la historia del vallenato la he escuchado sin cesar durante 17 años y conozco hasta el mínimo detalle de la misma pero fue hace 3 años que descubrí que mi papá es el que se escucha en la gritería del comienzo de el piojo,NEUTRAL
nuestro gabinete municipal será un equipo joven capacitado y comprometido con nuestra ciudad no seremos inferiores a la confianza que han depositado en nosotros trabajaremos incansablemente por darle una mejor ciudad a los tunjanos,NEUTRAL
trabajaremos con juicio desde el concejo de sogamoso con un único objetivo el progreso de la ciudad y su campo seremos una voz que respalde las buenas iniciativas que haga un control serio y que represente los dolores de nuestra comunidad somos una fuerza civica por sogamoso,POSITIVE
estamo entre los 8 y vamos por mas gracias dios por este sueño cumplido ️,NEGATIVE
¡infinitas gracias boyacá el resultado de hoy nos da la confianza que se puede hacer política decente y diferente,NEUTRAL
| desde la universidad de lxs boyacenses nos envían los abusos por parte del esmad en las instalaciones están atrapados,MIXED
da inicio en la el encuentro académico sobre derechos campesinos en boyacá director de bienestar campesino de la da la bienvenida a los ponentes y participantes,POSITIVE
"""una candidata me regaló un tamal ojalá salga presa """,NEUTRAL
seguimos en contacto con la ciudadanía gracias a los medios de comunicación en minutos en,NEUTRAL
misión cumplida ️ abrimos otro destino para los productos de boyacá a partir de ahora en new york y area triestatal nueva jersey connecticut pensilvania se distribuira café boyacá y panela de la mejor calidad generando asociatividad y empleo para boyacá,NEUTRAL
reportan accidente de tránsito por colisión entre motocicleta y taxi en la glorieta principal en desplaza una ambulancia y brinda atención prehospitalaria a paciente afectado se presenta leve congestión vehícular,NEUTRAL
ii hoy día internacional de gestión del riesgo de desastres desde la boyaca y encabeza de queremos enviar un agradecimiento a todas las entidades de socorro alcaldías y comunidades que día a día trabajan por un boyacá vulnerable y +resiliente,NEUTRAL
nunca probaré las drogas porque así se empieza y luego termina uno siendo cristiano,NEUTRAL
solidaridad con señalada de promover la desestabilización como argumento falaz para censurar es la configuración de una dictadura en el país hermano los 'defensores de la libertad de prensa' en el continente tan activos frente a venezuela guardan silencio cómplice,POSITIVE
imagínense solo imagínense el próximo disco de oh’ laville,NEUTRAL
tunja envíamos un grito de solidaridad con los indígenas del colombiaguardia guardiafuerza fuerza colombia,NEUTRAL
¡gracias por abrazar el camino para que con su apoyo este 27 de octubre líderes como al concejo a la alcaldía a la asamblea y el próximo gobernador se consolidarán como la mejor opción,POSITIVE
mañana se retoma suministro de agua a motavita por intervención de ante tunja y avanza construcción de pozo profundo por boyaca e inician labores de diseño de conducción por y,NEUTRAL
en conversatorio de proponemos una alianza permanente entre gobierno academia y sector productivo como premisa para el desarrollo de la ciudad tenemos un gran potencial desde el conocimiento para ser más competitivos y sostenibles,POSITIVE
queremos hacer de tunja una ciudad que impulse el desarrollo de la región rescatando el valor histórico cultural turístico y patrimonial que tenemos nuestro trabajo será en función del bienestar y la calidad de vida de nuestra gente,NEUTRAL
vamos equipo,MIXED
igual siempre consigo lo que quiero que no les quede duda,NEGATIVE
agradezco a la primera brigada del ejercito por reafirmar el compromiso por garantizar la democracia de este país ¡gracias a los hombres y mujeres que componen sus filas tengan siempre presente que trabajaremos por garantizar la paz y convivencia de,POSITIVE
piensa bien por quién vas a votar este 27 de octubre tu voto hace la diferencia y marca el futuro de miles de boyacenses,NEGATIVE
no prestes la cédula para votar por campañas que derrochen y despilfarren recursos por todo el departamento empapelando hasta el último rincón analiza el costo promedio de cientos y cientos de camisetas vallas y equipos de trabajo,NEGATIVE
en compañía de las autoridades político administrativas de la ciudad de tunja izamos el pabellón nacional honrando nuestros símbolos patrios,NEUTRAL
nuestra apuesta es la integralidad económica para generar oportunidades a través de conocimiento ciencia tecnología e innovación somos una ciudad con mucho potencial apalancado en nuestra gente el recurso humano como una herramienta para la sostenibilidad y el desarrollo,POSITIVE
¡felicitaciones a ganadores del 2do lugar en nuestro concurso de fotografía en celebración del ¡gracias por conmemorar la riqueza cultural de esta bella tierra y por apropiar con orgullo nuestra identidad ️,NEGATIVE
¿qué bus podré coger para que me deje debajo tuyo,NEGATIVE
yo lo que quiero es erreoooooooooo,MIXED
dale con toda que esa final es tuya vamos papá carajo,NEUTRAL
llegaremos a la victoria el 27 de octubre con el favor de dios y la voluntad del pueblo boyacense que ya se cansó del continuismo y la corrupción en el poder somos el partido de las soluciones y estamos comprometidos con,NEUTRAL
estamos en vivo con los amigos de zona mixta en,NEUTRAL
“a nuestras mujeres rurales es a quienes más han violentado de todas las formas pero no solamente tenemos que actuar frente a los inclementes casos donde ellas son víctimas hay que evitar al victimario prevención es mejor que corrección”,NEUTRAL
comité de ética del partido verde debería revisar lo que están haciendo un par de“verdes” en puerto boyacá doble militancia,NEUTRAL
da inicio en la ciudad de tunja la mesa territorial de construcción del “plan de abastecimiento alimentario de la región central” la en cabeza de la ing acompaña este proceso liderado por la,NEGATIVE
denuncia que mientras en varios sectores de se presenta congestión vehicular dificultades en la movilidad y se piensa en poner bolardos porque no hay quien ejerza control pues agentes trabajan en grupo donde no los requieren,NEUTRAL
"""abraza la vida alguien te espera en casa 24 horas 0 muertes"" es la campaña que adelanta quienes mediante la entrega de un llavero concientizan a conductores sobre la importancia de aplicar la",NEGATIVE
ganamos y el capi lo sabe a todas las personas que nos apoyaron hoy en nuestra casa estádio la independencia ️,POSITIVE
sólo porque es amor y amistad,NEUTRAL
¡no pierdas la oportunidad de celebrar el regalando un producto ¡en,MIXED
"frases célebres de ""las empresas que se quebraron era porque no tenían plata"" ""si no soy gobernador no iría a la asamblea dejaría a gente más preparada para eso"" ""vamos a hacer boyacá en corferias para que el turista vuelva a boyacá""",NEUTRAL
yo pensaba lo que era la política pero estaba equivocado gracias a entendí que la política es una herramienta para la gente que quiere salir adelante eso explica porque el empiezan humildes y terminan paseando en yate,NEUTRAL
sin ninguna duda la 11️️,NEUTRAL
| la participación ciudadana es la base de esta consulta para la reforma a la justicia por eso las propuestas de los boyacences y conclusiones de las mesas pueden verlas a través de,NEUTRAL
| que esta construcción participativa sea una lección para el futuro del país que esta octava papeleta sea lo que los colombianos del siglo xxi nos merecemos en un escenario de justicia y democracia pablo bustos presidente,POSITIVE
el clima de tunja o es para tener pareja o es para andar tomando aguardientico una de dos,NEUTRAL
la búsqueda de un tesoro llamado amistad en el nuevo video de ft etiqueten a quien debería ver este video,NEUTRAL
llevo una semana sientiendo el peor dolor que alguien ha podido tener en su vida un vacío una ausencia tan grande que no se lo deseo a nadie se que estas bien y que nos cuidas te amo muchisisisisisisisisismo papito hermoso te pienso todo el tiempo y te extraño mucho ️,NEUTRAL
tunja registró una variación porcentual del índice de precios al consumidor (ipc)en el mes de agosto del 0 15% superior a la del país que fue del 0 09% tunja es la septima ciudad con mayor costo de vida de los 22 que mide el dane mala noticia para el bolsillo de los tunjanos,NEUTRAL
invito a los boyacenses a apoyar la lista de mi partido verde a la asamblea de boyacá mujeres y hombres excelentes que harán una labor superior a la que nosotros hicimos en los 8 años de servicio en la corporación,NEUTRAL
sin ocultamientos soy un hombre que camina de frente y con transparencia esta es mi declaración de renta,NEUTRAL
“hoy fue un día duro pero lo sorteamos bien mañana será especial porque llegaremos a mi natal ramiriquí “ aldemar reyes,NEGATIVE
cómo es pa pegarlo en tunjamaica,NEUTRAL
y mañana estaremos haciendo el seguimiento para la formulación de proyecto para fortalecer la cadena productiva de el y agenciamiento en la zona centro del departamento,POSITIVE
envidia en su máxima expresión,MIXED
realizamos labores de recolección residuos generados por la caída de un árbol en zona verde del barrio suamox apoyando al,POSITIVE
excelente inicio de gw shimano en la,POSITIVE
no trates de reina aquien te ve como peon,POSITIVE
prometo amarme y respetarme hasta el final de mis días,POSITIVE
como todo tiene un inicio tiene un final cierro un capítulo y agradezco por todo en estos 5 años a team y ahora doy inicio a un nuevo capítulo con este nuevo equipo samsic donde seguire dando lo mejor en carretera,POSITIVE
nuestro inició en el barrio san lázaro de caminamos junto a la gente compartiendo con ellos nuestra visión de departamento ¡por años ha sido el departamento para los corruptos ahora le toca la gente,NEUTRAL
brindamos seguridad y tranquilidad a los habitantes del sector rural de la a través de actividades preventivas de registro e identificación de personas que realiza nuestro grupo de carabineros y guías caninos,POSITIVE
ante las inquietudes presentadas y el descontento general de los proponetes que no pudieron participar en el proceso de licitación se tomó la decisión de suspender la audiencia de adjudicación de la nueva terminal de transportes de,NEUTRAL
galería compartimos el registro gráfico de nuestro partido en casa gracias por dejar el mayor esfuerzo en la cancha juntos vamos por la conquista,NEUTRAL
se pierde una batalla bucaramanga pero seguiremos dando todo por nuestra institución y departamento gracias juntos vamos por la conquista,NEGATIVE
que ignorancia es amazonia y no amazonía no es pulmón del mundo (la producción de oxígeno es igual a la del consumo del bosque) su importancia está en que estabiliza el clima en el mundo y en su biodiversidad además de ser un patrimonio mundial y no de exclusividad 9 países,POSITIVE
importante que todos los colombianos exijamos la verdad de odebrecht recomendada columna de,POSITIVE
